contrast,sensitivity,specificity,age,crude_rr_recorded,corrected_crude_rr,valid,sign_preserved,interpretation
primary,1,0.995,21,0.778647113645326,0.778219555940976,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
primary,1,0.995,22,0.749739475190738,0.749265456037047,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
primary,1,0.995,23,0.749591197456176,0.749135363133195,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
primary,1,0.995,24,0.763083688156701,0.762668548236894,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
primary,1,0.995,25,0.74721220877048,0.746782236041366,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
primary,1,0.995,26,0.762487609664535,0.762092903695849,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
primary,1,0.995,27,0.761723258020106,0.761332534777238,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
primary,1,0.995,28,0.79916563570756,0.798843315902986,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
primary,1,0.995,29,0.812946549651929,0.812646221280592,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
primary,1,0.995,30,0.81287918171368,0.812580239401096,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
primary,1,0.995,31,0.848702035076902,0.848459960268836,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
primary,1,0.995,32,0.878581311402645,0.878387592456621,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
